Loyalty#,Cust_ID,Income,Order Year,Quarter,MonthsAsMember,LoyaltyStatus,Product Line,Quantity Sold,Unit Sale Price,Unit Cost,Revenue,Customer Lifetime Value,Loyalty Count
492971,4453,32714,2016,Q3,36,Gold,Smart Electronics,1,110,94,110,3469.84,1
751201,4454,30817,2016,Q3,60,Gold,Smart Electronics,1,217,184,217,3436.13,1
714072,4455,26583,2016,Q3,35,Gold,Smart Electronics,1,188,160,188,4821.42,1
384611,4456,0,2016,Q3,47,Gold,Smart Electronics,1,220,187,220,6871.97,1
996684,4457,0,2016,Q3,37,Elite,Smart Electronics,1,208,177,208,2154.07,1
693659,4458,38492,2016,Q3,46,Elite,Smart Electronics,3,229,195,687,5824.77,1
403988,4459,97736,2016,Q3,42,Gold,Smart Electronics,2,94,80,188,8954.84,1
499468,4460,0,2016,Q3,35,Elite,Smart Electronics,1,205,174,205,2596.19,1
323600,4461,72117,2016,Q3,54,VIP,Smart Electronics,2,61,52,122,8364.56,1
554558,4462,23893,2016,Q3,52,Gold,Smart Electronics,1,62,53,62,2902.62,1
133956,4463,19715,2016,Q3,59,Gold,Smart Electronics,5,115,98,575,4882.29,1
738320,4464,0,2016,Q3,57,Elite,Smart Electronics,1,103,88,103,2310.88,1
381336,4465,0,2016,Q3,63,Silver,Smart Electronics,2,214,182,428,6707.99,1
767403,4466,72450,2016,Q3,70,Gold,Smart Electronics,1,239,203,239,2678.06,1
600063,4467,58842,2016,Q3,64,Silver,Smart Electronics,1,88,75,88,4362.93,1
360398,4468,27398,2016,Q3,56,VIP,Smart Electronics,1,231,196,231,2331.33,1
366500,4469,21921,2016,Q3,55,Elite,Smart Electronics,3,65,55,195,15771.39,1
927583,4470,59016,2016,Q3,53,Gold,Smart Electronics,1,194,165,194,3690.7,1
119460,4471,29808,2016,Q3,34,Elite,Smart Electronics,3,220,187,660,8047.41,1
484446,4472,0,2016,Q3,46,Gold,Smart Electronics,9,62,53,558,14429.89,1
412147,4473,63860,2016,Q3,49,Silver,Smart Electronics,1,132,112,132,2472.47,1
561588,4474,73019,2016,Q3,70,Gold,Smart Electronics,1,78,66,78,4475.16,1
726579,4475,44329,2016,Q3,55,Gold,Smart Electronics,3,163,139,489,8929.61,1
776466,4476,46587,2016,Q3,35,Gold,Smart Electronics,2,126,107,252,41787.9,1
324432,4477,70742,2016,Q3,50,Gold,Smart Electronics,1,224,190,224,4887.79,1
357756,4478,26047,2016,Q3,31,Gold,Smart Electronics,1,94,80,94,2547.37,1
611327,4479,56337,2016,Q3,27,Silver,Smart Electronics,3,215,183,645,7765.23,1
947387,4480,79284,2016,Q3,53,Gold,Smart Electronics,1,72,61,72,4599.76,1
510633,4481,39843,2016,Q3,52,Platinum,Smart Electronics,2,113,96,226,12981.53,1
785592,4482,0,2016,Q3,52,Gold,Smart Electronics,2,130,111,260,6305.93,1
728875,4483,33046,2016,Q3,40,Elite,Smart Electronics,1,73,62,73,3112.05,1
400181,4484,86599,2016,Q3,55,Silver,Smart Electronics,1,83,71,83,2915.61,1
393411,4485,58248,2016,Q3,64,Gold,Smart Electronics,1,219,186,219,3157.74,1
294395,4486,0,2016,Q3,38,Gold,Smart Electronics,2,213,181,426,10255.8,1
524730,4487,58161,2016,Q3,63,Elite,Smart Electronics,5,163,139,815,5431.22,1
325023,4488,0,2016,Q3,45,Silver,Smart Electronics,1,203,173,203,5884.31,1
676439,4489,13215,2016,Q3,44,Elite,Smart Electronics,3,87,74,261,5271.37,1
326186,4490,16654,2016,Q3,47,Gold,Smart Electronics,7,132,112,924,6106.94,1
119188,4491,17950,2016,Q3,53,Silver,Smart Electronics,4,166,141,664,8847.44,1
601940,4492,34612,2016,Q3,68,Elite,Smart Electronics,2,125,106,250,10834.87,1
873116,4493,85586,2016,Q3,53,VIP,Photography,1,166,141,166,3113.34,1
592643,4494,41098,2016,Q3,33,Gold,Photography,2,497,422,994,11533.48,1
900359,4495,0,2016,Q3,51,Silver,Photography,7,587,499,"4,109",4838.98,1
789573,4496,83868,2016,Q3,51,Silver,Photography,7,266,226,"1,862",15306.13,1
986397,4497,32946,2016,Q3,69,Silver,Photography,6,519,441,"3,114",5205.02,1
660177,4498,0,2016,Q3,43,Gold,Photography,8,320,272,"2,560",4167.99,1
219320,4499,72032,2016,Q3,58,Silver,Photography,4,380,323,"1,520",5864.38,1
110514,4500,75606,2016,Q3,47,Silver,Photography,7,455,387,"3,185",9581.28,1
419893,4501,0,2016,Q3,53,Elite,Photography,2,541,460,"1,082",8026.38,1
126717,4502,0,2016,Q3,51,Silver,Photography,3,504,428,"1,512",4492.52,1
514500,4503,37109,2016,Q3,58,Elite,Photography,2,677,575,"1,354",17636.42,1
662081,4504,32435,2016,Q3,59,VIP,Photography,1,282,240,282,11701.07,1
866541,4505,0,2016,Q3,34,Silver,Photography,1,413,351,413,3289.55,1
540839,4506,0,2016,Q3,51,Silver,Photography,2,503,428,"1,006",12812.44,1
684756,4507,0,2016,Q3,59,Silver,Photography,2,106,90,212,6993.38,1
809212,4508,58577,2016,Q3,60,Gold,Photography,1,132,112,132,4428.03,1
699220,4509,30064,2016,Q3,45,Elite,Photography,1,233,198,233,2594.79,1
184496,4510,31911,2016,Q3,48,Silver,Photography,1,329,280,329,2620.17,1
962300,4511,59586,2016,Q3,63,Silver,Photography,3,667,567,"2,001",5660.13,1
904428,4512,80587,2016,Q3,61,Elite,Photography,6,513,436,"3,078",6352.96,1
911080,4513,20647,2016,Q3,43,Silver,Photography,7,469,399,"3,283",4792.83,1
509223,4514,0,2016,Q3,25,Elite,Photography,2,180,153,360,8026.38,1
482952,4515,83210,2016,Q3,49,Elite,Photography,3,352,299,"1,056",8733.53,1
473347,4516,48139,2016,Q3,55,Elite,Photography,9,228,194,"2,052",4974.87,1
371984,4517,21500,2016,Q3,44,Gold,Photography,1,480,408,480,4515.45,1
359646,4518,44695,2016,Q3,48,Elite,Photography,2,624,530,"1,248",21522.95,1
169247,4519,31433,2016,Q3,32,Gold,Photography,2,684,581,"1,368",32021.4,1
758165,4520,0,2016,Q3,58,Elite,Photography,1,578,491,578,2160.92,1
481665,4521,0,2016,Q3,46,Elite,Photography,1,441,375,441,2195.91,1
617147,4522,70340,2016,Q3,51,Silver,Photography,1,430,366,430,4528.5,1
146568,4523,0,2016,Q3,56,Silver,Photography,2,98,83,196,7200.66,1
795235,4524,79090,2016,Q3,45,Elite,Photography,3,463,394,"1,389",8609.16,1
355809,4525,0,2016,Q3,52,Elite,Photography,7,625,531,"4,375",7751.86,1
923013,4526,0,2016,Q3,52,Platinum,Photography,1,290,247,290,2117.99,1
933811,4527,0,2016,Q3,35,VIP,Photography,3,266,226,798,8334.36,1
616346,4528,22415,2016,Q3,63,Silver,Photography,1,287,244,287,2702.69,1
444976,4529,53562,2016,Q3,59,Silver,Photography,1,369,314,369,5364.47,1
767178,4530,20225,2016,Q3,43,Silver,Photography,6,371,315,"2,226",8269.08,1
642274,4531,17622,2016,Q3,54,Silver,Photography,3,118,100,354,4458.11,1
744406,4532,28128,2016,Q3,63,Silver,Photography,4,526,447,"2,104",5497.66,1
335434,4533,0,2016,Q3,52,Elite,Photography,1,256,218,256,3885.46,1
605761,4534,79271,2016,Q3,57,Gold,Photography,1,91,77,91,2414.64,1
465156,4535,42968,2016,Q3,46,Silver,Photography,1,412,350,412,2732.61,1
341348,4536,34220,2016,Q3,39,Silver,Photography,1,627,533,627,4244.47,1
800878,4537,28792,2016,Q3,55,Gold,Photography,1,422,359,422,6612.62,1
741848,4538,32437,2016,Q3,46,Gold,Photography,1,422,359,422,2748.85,1
457947,4539,44784,2016,Q3,27,Silver,Photography,4,488,415,"1,952",5786.49,1
947678,4540,0,2016,Q3,55,Elite,Photography,2,360,306,720,24143.88,1
212843,4541,75248,2016,Q3,56,Silver,Photography,5,362,308,"1,810",5011.26,1
351789,4542,0,2016,Q3,37,Elite,Photography,3,559,475,"1,677",8007.4,1
645295,4543,93495,2016,Q3,64,Gold,Photography,9,567,482,"5,103",10392.96,1
242756,4544,68423,2016,Q3,60,Silver,Photography,7,563,479,"3,941",6748.23,1
534899,4545,78735,2016,Q3,51,Elite,Photography,6,73,62,438,5064.13,1
168741,4546,0,2016,Q3,35,Silver,Photography,4,147,125,588,5553.36,1
969687,4547,0,2016,Q3,58,Elite,Photography,2,421,358,842,9983.13,1
993241,4548,36845,2016,Q3,53,Silver,Photography,1,129,110,129,2903.02,1
328029,4549,0,2016,Q3,61,Elite,Photography,1,508,432,508,5619.69,1
622723,4550,0,2016,Q3,69,Silver,Photography,1,122,104,122,2519.92,1
484930,4551,85300,2016,Q3,46,Silver,Photography,1,113,96,113,2857.99,1
640389,4552,46051,2016,Q3,67,Elite,Photography,1,410,349,410,2489.34,1
450479,4553,66346,2016,Q3,45,Elite,Photography,4,428,364,"1,712",6991.61,1
838283,4554,45944,2016,Q3,46,Platinum,Photography,1,360,306,360,3330.67,1
474841,4555,75774,2016,Q3,58,Elite,Photography,1,517,439,517,3732.31,1
234853,4556,0,2016,Q3,69,Silver,Photography,8,579,492,"4,632",9095.74,1
907573,4557,77739,2016,Q3,52,Silver,Photography,1,358,304,358,3985.4,1
203336,4558,97131,2016,Q3,70,Silver,Photography,6,641,545,"3,846",5181.62,1
738410,4559,52980,2016,Q3,51,Gold,Photography,1,491,417,491,2549.08,1
232103,4560,57293,2016,Q3,32,Elite,Photography,7,105,89,735,8061.2,1
814236,4561,93884,2016,Q3,50,Gold,Photography,1,608,517,608,2635.15,1
323034,4562,11828,2016,Q3,43,Silver,Photography,2,319,271,638,10083.49,1
217188,4563,66429,2016,Q3,50,Elite,Photography,1,689,586,689,5389.5,1
785465,4564,58414,2016,Q3,45,Gold,Photography,1,472,401,472,7840.17,1
615702,4565,0,2016,Q3,41,Gold,Photography,8,447,380,"3,576",5955.54,1
158893,4566,0,2016,Q3,40,Silver,Photography,2,326,277,652,7107.66,1
627298,4567,28463,2016,Q3,47,Gold,Photography,7,685,582,"4,795",8826.96,1
935068,4568,91775,2016,Q3,34,Silver,Photography,1,554,471,554,4369.6,1
296903,4569,11432,2016,Q3,64,Silver,Photography,2,626,532,"1,252",13466.92,1
991266,4570,0,2016,Q3,49,Elite,Photography,4,408,347,"1,632",6265.34,1
118191,4571,0,2016,Q3,52,Gold,Photography,2,445,378,890,10175.24,1
580201,4572,63357,2016,Q3,66,Silver,Photography,5,282,240,"1,410",8005.96,1
644280,4573,45855,2016,Q3,54,Elite,Photography,1,327,278,327,2494.87,1
641123,4574,0,2016,Q3,63,Silver,Photography,3,236,201,708,4737.41,1
237105,4575,28264,2016,Q3,36,Elite,Photography,6,409,348,"2,454",4624.56,1
431773,4576,20090,2016,Q3,42,Elite,Photography,2,354,301,708,34611.38,1
359188,4577,85721,2016,Q3,57,Elite,Photography,5,365,310,"1,825",5218.34,1
687899,4578,38222,2016,Q3,61,Elite,Photography,1,113,96,113,2775.67,1
414341,4579,0,2016,Q3,43,Silver,Photography,9,637,541,"5,733",4488.13,1
734035,4580,22565,2016,Q3,50,Elite,Photography,1,397,337,397,5110.76,1
427804,4581,47297,2016,Q3,53,Elite,Photography,4,278,236,"1,112",8840.19,1
234555,4582,69604,2016,Q3,55,Elite,Photography,1,663,564,663,2797.67,1
136430,4583,0,2016,Q3,40,Silver,Photography,3,436,371,"1,308",6185.1,1
110383,4584,0,2016,Q3,50,Platinum,Photography,8,215,183,"1,720",9435.54,1
554001,4585,87020,2016,Q3,39,Silver,Photography,8,327,278,"2,616",5963.17,1
442742,4586,27681,2016,Q3,32,Elite,Photography,9,693,589,"6,237",6057.07,1
222466,4587,76358,2016,Q3,61,Elite,Photography,2,451,383,902,23594.68,1
601714,4588,26255,2016,Q3,56,Elite,Photography,3,587,499,"1,761",7031.79,1
809873,4589,86901,2016,Q3,31,Silver,Photography,2,79,67,158,25805.51,1
347932,4590,63597,2016,Q3,43,Elite,Photography,1,670,570,670,4425.75,1
171264,4591,0,2016,Q3,64,Gold,Photography,7,389,331,"2,723",5152.82,1
299792,4592,58781,2016,Q3,44,Gold,Photography,2,178,151,356,12421.86,1
682825,4593,20290,2016,Q3,54,Gold,Photography,3,322,274,966,9079.82,1
409881,4594,28082,2016,Q3,53,Elite,Photography,1,683,581,683,2499.5,1
878806,4595,10621,2016,Q3,59,Silver,Photography,5,554,471,"2,770",4386.28,1
767317,4596,91485,2016,Q3,38,Elite,Photography,1,494,420,494,4571.51,1
994403,4597,49078,2016,Q3,48,Elite,Photography,2,547,465,"1,094",22332.44,1
125665,4598,44485,2016,Q3,62,Silver,Photography,2,677,575,"1,354",7505.77,1
483390,4599,22510,2016,Q3,68,Elite,Photography,2,217,184,434,17651.96,1
445106,4600,99583,2016,Q3,47,Silver,Photography,2,441,375,882,12743.35,1
299731,4601,42837,2016,Q3,53,Elite,Photography,1,218,185,218,4170.57,1
123717,4602,60475,2016,Q3,64,Silver,Photography,1,495,421,495,4330.39,1
232443,4603,22520,2016,Q3,63,Elite,Photography,3,355,302,"1,065",5498.94,1
825643,4604,88701,2016,Q3,63,Gold,Photography,1,99,84,99,3963.39,1
704634,4605,35039,2016,Q3,63,Silver,Photography,8,617,524,"4,936",4739.86,1
341321,4606,13528,2016,Q3,48,Gold,Photography,3,545,463,"1,635",6005.85,1
687199,4607,44851,2016,Q3,46,Gold,Photography,3,81,69,243,5243.54,1
689532,4608,0,2016,Q3,40,Elite,Photography,1,573,487,573,2004.35,1
368621,4609,38910,2016,Q3,55,Elite,Photography,2,246,209,492,9426.38,1
237677,4610,12430,2016,Q3,41,Silver,Photography,4,626,532,"2,504",5169.5,1
966696,4611,96335,2016,Q3,47,Silver,Photography,1,106,90,106,3887.32,1
398218,4612,50071,2016,Q3,56,Gold,Photography,1,673,572,673,2771.05,1
657339,4613,16531,2016,Q3,58,Elite,Photography,4,605,514,"2,420",4812.53,1
790573,4614,19245,2016,Q3,31,Gold,Photography,1,452,384,452,3936.79,1
954894,4615,49390,2016,Q3,45,Silver,Photography,1,520,442,520,7835.93,1
283613,4616,56263,2016,Q3,45,Gold,Photography,2,100,85,200,14718.12,1
701485,4617,32630,2016,Q3,54,Gold,Photography,3,275,234,825,5230.09,1
172610,4618,17622,2016,Q3,58,Elite,Photography,3,636,541,"1,908",4458.11,1
638800,4619,0,2016,Q3,42,Gold,Photography,2,210,179,420,16468.22,1
236321,4620,94804,2016,Q3,60,VIP,Photography,1,628,534,628,4583.75,1
237357,4621,26848,2016,Q3,58,Elite,Photography,1,561,477,561,4450.22,1
505311,4622,0,2016,Q3,69,Silver,Photography,9,344,292,"3,096",4758.56,1
230677,4623,0,2016,Q3,54,Silver,Photography,1,183,156,183,2252.42,1
679529,4624,58166,2016,Q3,51,Silver,Photography,1,192,163,192,2685.9,1
548859,4625,0,2016,Q3,54,Elite,Photography,7,242,206,"1,694",5009.81,1
639625,4626,50407,2016,Q3,65,Silver,Photography,2,462,393,924,18380.39,1
519288,4627,56900,2016,Q3,44,Elite,Photography,1,447,380,447,2748.8,1
198895,4628,0,2016,Q3,34,Silver,Photography,2,600,510,"1,200",8025.23,1
615592,4629,0,2016,Q3,66,Silver,Photography,4,204,173,816,6162.37,1
710845,4630,52436,2016,Q3,66,Elite,Photography,2,506,430,"1,012",11960.48,1
597317,4631,0,2016,Q3,70,Elite,Photography,6,673,572,"4,038",7324.93,1
423844,4632,58971,2016,Q3,61,Gold,Photography,2,295,251,590,11072.03,1
560700,4633,0,2016,Q3,40,Gold,Photography,2,70,60,140,12234.36,1
967135,4634,93459,2016,Q3,66,Elite,Photography,5,238,202,"1,190",7996.01,1
648623,4635,25905,2016,Q3,56,Silver,Photography,1,662,563,662,2300.69,1
695092,4636,0,2016,Q3,64,VIP,Photography,7,659,560,"4,613",6325.03,1
960396,4637,88592,2016,Q3,35,Silver,Photography,2,553,470,"1,106",18321.42,1
957730,4638,37937,2016,Q3,25,Elite,Photography,5,428,364,"2,140",9095.05,1
162740,4639,58843,2016,Q3,49,Gold,Photography,2,158,134,316,8018.5,1
185020,4640,0,2016,Q3,44,Elite,Photography,9,322,274,"2,898",8036.45,1
852486,4641,42056,2016,Q3,27,Silver,Photography,1,391,332,391,3130.68,1
573337,4642,45318,2016,Q3,57,Gold,Photography,8,567,482,"4,536",8188.92,1
880538,4643,35289,2016,Q3,29,Platinum,Photography,3,547,465,"1,641",5078.45,1
612488,4644,27681,2016,Q3,65,Gold,Photography,9,240,204,"2,160",6057.07,1
216450,4645,90892,2016,Q3,56,Elite,Photography,6,344,292,"2,064",4881.39,1
145414,4646,0,2016,Q3,46,Gold,Photography,5,235,200,"1,175",7999.25,1
161876,4647,0,2016,Q3,47,Silver,Photography,1,224,190,224,3059.43,1
369222,4648,35173,2016,Q3,49,Elite,Photography,1,260,221,260,7092.64,1
865198,4649,70734,2016,Q3,61,Gold,Photography,2,562,478,"1,124",21312.38,1
167608,4650,0,2016,Q3,36,Elite,Photography,9,672,571,"6,048",9031.21,1
845700,4651,24445,2016,Q3,47,Elite,Photography,2,436,371,872,7268.74,1
113919,4652,40417,2016,Q3,37,Elite,Photography,8,140,119,"1,120",5614.59,1
286882,4653,0,2016,Q3,60,Silver,Photography,2,485,412,970,27287.5,1
911372,4654,31278,2016,Q3,30,Elite,Photography,1,525,446,525,3528.04,1
417586,4655,94115,2016,Q3,47,Elite,Photography,8,144,122,"1,152",5963.82,1
517730,4656,93272,2016,Q3,48,Gold,Photography,1,492,418,492,3861.49,1
560880,4657,71644,2016,Q3,45,Gold,Photography,2,570,485,"1,140",38410.6,1
460900,4658,76522,2016,Q3,64,Silver,Photography,6,95,81,570,5705.55,1
443192,4659,58842,2016,Q3,44,Elite,Photography,1,88,75,88,4362.93,1
448142,4660,51032,2016,Q3,43,Elite,Photography,1,522,444,522,3339.85,1
678817,4661,26486,2016,Q3,28,Silver,Photography,2,462,393,924,14754.36,1
616198,4662,0,2016,Q3,58,Gold,Photography,2,565,480,"1,130",61134.68,1
317862,4663,29195,2016,Q3,43,Gold,Photography,1,116,99,116,2661.82,1
246431,4664,75313,2016,Q3,29,Silver,Photography,2,107,91,214,10700.5,1
737519,4665,0,2016,Q3,43,Silver,Photography,2,289,246,578,7238.5,1
937605,4666,0,2016,Q3,67,Elite,Photography,1,459,390,459,2287.6,1
533188,4667,52009,2016,Q3,34,Elite,Photography,2,360,306,720,8010.97,1
663792,4668,39604,2016,Q3,46,Gold,Photography,8,95,81,760,5357.26,1
615177,4669,45039,2016,Q3,55,Silver,Photography,2,216,184,432,23207.27,1
617844,4670,33201,2016,Q3,42,Elite,Photography,1,485,412,485,2651.62,1
342958,4671,21371,2016,Q3,34,VIP,Photography,8,421,358,"3,368",5218.97,1
655085,4672,28358,2016,Q3,41,Silver,Photography,1,215,183,215,4639.98,1
266914,4673,68205,2016,Q3,52,Elite,Photography,1,189,161,189,3034.65,1
930018,4674,22582,2016,Q3,36,Silver,Photography,2,387,329,774,19339.2,1
784957,4675,32946,2016,Q3,63,Gold,Photography,6,354,301,"2,124",5205.02,1
782752,4676,29136,2016,Q3,44,Silver,Photography,9,457,388,"4,113",8927.57,1
310338,4677,0,2016,Q3,42,Gold,Photography,8,394,335,"3,152",5560.28,1
721494,4678,92850,2016,Q3,49,Elite,Photography,2,383,326,766,20395.97,1
985400,4679,13129,2016,Q3,25,Silver,Photography,6,132,112,792,8635.4,1
652034,4680,0,2016,Q3,44,Silver,Photography,2,622,529,"1,244",12476.65,1
174851,4681,64706,2016,Q3,65,Silver,Photography,1,679,577,679,5323.87,1
382045,4682,39854,2016,Q3,62,Elite,Photography,7,683,581,"4,781",5217.51,1
780179,4683,23811,2016,Q3,61,Silver,Photography,1,641,545,641,4869.6,1
889786,4684,71034,2016,Q3,27,Gold,Photography,3,552,469,"1,656",8283.07,1
348448,4685,20396,2016,Q3,38,Elite,Photography,4,448,381,"1,792",6047.03,1
203377,4686,0,2016,Q3,57,Elite,Photography,2,334,284,668,22103.51,1
104353,4687,98713,2016,Q3,61,Silver,Photography,2,656,558,"1,312",15777.89,1
644880,4688,17576,2016,Q3,53,VIP,Photography,1,470,400,470,2722.21,1
670884,4689,89025,2016,Q3,41,Silver,Photography,2,547,465,"1,094",20467.72,1
152016,4690,29095,2016,Q3,63,Elite,Photography,1,284,241,284,5067.21,1
113755,4691,43334,2016,Q3,64,Silver,Photography,1,77,65,77,3633.05,1
859911,4692,26890,2016,Q3,60,Elite,Photography,4,162,138,648,5119.9,1
133227,4693,50943,2016,Q3,70,Elite,Photography,1,348,296,348,5489.21,1
295795,4694,23129,2016,Q3,67,Elite,Photography,2,411,349,822,7880.34,1
187041,4695,0,2016,Q3,47,Elite,Photography,1,481,409,481,6021.84,1
276650,4696,0,2016,Q3,48,Silver,Photography,2,170,145,340,19116.57,1
546997,4697,54710,2016,Q3,43,Silver,Photography,2,691,587,"1,382",12350.06,1
649877,4698,0,2016,Q3,42,Silver,Photography,1,354,301,354,3726.73,1
331598,4699,44988,2016,Q3,50,Elite,Photography,3,103,88,309,8621,1
901624,4700,45257,2016,Q3,53,Silver,Photography,4,105,89,420,8277.75,1
377997,4701,0,2016,Q3,25,Silver,Photography,1,548,466,548,2311.12,1
418736,4702,45586,2016,Q3,40,Elite,Photography,4,656,558,"2,624",5656.2,1
654586,4703,0,2016,Q3,58,Elite,Photography,1,641,545,641,3546.4,1
334961,4704,21952,2016,Q3,41,Bronze,Photography,6,312,265,"1,872",5207.64,1
500560,4705,80277,2016,Q3,62,Gold,Photography,2,437,371,874,13345.14,1
330785,4706,40882,2016,Q3,45,Elite,Photography,2,394,335,788,10340.46,1
161780,4707,37800,2016,Q3,34,Gold,Photography,1,121,103,121,4424.58,1
874458,4708,17576,2016,Q3,46,Elite,Photography,1,111,94,111,2722.21,1
503678,4709,0,2016,Q3,48,Elite,Photography,2,469,399,938,14082.64,1
511765,4710,77311,2016,Q3,70,Silver,Photography,2,94,80,188,21914.41,1
557538,4711,58042,2016,Q3,68,Silver,Photography,2,207,176,414,7425.87,1
521225,4712,20228,2016,Q3,47,Elite,Photography,2,217,184,434,10408.97,1
852225,4713,44368,2016,Q3,27,Elite,Photography,3,306,260,918,6366.23,1
803956,4714,0,2016,Q3,43,Elite,Photography,1,596,507,596,3386.53,1
782940,4715,37937,2016,Q3,40,Elite,Photography,5,629,535,"3,145",9095.05,1
691417,4716,0,2016,Q3,29,Platinum,Photography,2,194,165,388,13009.18,1
397891,4717,92296,2016,Q3,38,Gold,Photography,1,695,591,695,2759.98,1
608159,4718,33291,2016,Q3,44,Elite,Photography,2,566,481,"1,132",8723.67,1
161811,4719,18495,2016,Q3,54,Silver,Photography,2,325,276,650,26197.41,1
242244,4720,67352,2016,Q3,39,Elite,Photography,1,321,273,321,7255.14,1
277442,4721,0,2016,Q3,66,Elite,Photography,3,439,373,"1,317",4853.53,1
410273,4722,38870,2016,Q3,30,Silver,Photography,1,690,587,690,2877.81,1
602150,4723,79494,2016,Q3,60,Silver,Photography,3,429,365,"1,287",7288.88,1
991672,4724,0,2016,Q3,67,Elite,Photography,4,585,497,"2,340",4502.41,1
773354,4725,42526,2016,Q3,65,Gold,Photography,1,484,411,484,3417.2,1
379579,4726,25419,2016,Q3,63,Elite,Photography,2,432,367,864,12052.98,1
372663,4727,89948,2016,Q3,45,Elite,Photography,2,622,529,"1,244",13081.31,1
558473,4728,33190,2016,Q3,38,Silver,Photography,4,563,479,"2,252",9710.29,1
720079,4729,34990,2016,Q3,25,Silver,Photography,1,155,132,155,2574.02,1
572143,4730,0,2016,Q3,60,Silver,Photography,1,556,473,556,2898.73,1
411715,4731,60244,2016,Q3,38,Elite,Photography,1,264,224,264,3238,1
728353,4732,76157,2016,Q3,56,Elite,Photography,1,464,394,464,4669.23,1
151737,4733,24743,2016,Q3,64,Elite,Photography,2,547,465,"1,094",26220.03,1
484119,4734,0,2016,Q3,57,Silver,Photography,1,248,211,248,2659.71,1
185269,4735,42837,2016,Q3,53,Gold,Photography,1,149,127,149,4170.57,1
665768,4736,46131,2016,Q3,56,Silver,Photography,1,593,504,593,2969.59,1
160728,4737,59034,2016,Q3,56,Elite,Photography,3,233,198,699,6765.8,1
389852,4738,48943,2016,Q3,59,Silver,Photography,2,369,314,738,7851.58,1
880511,4739,62134,2016,Q3,34,VIP,Photography,2,699,594,"1,398",11472.24,1
239743,4740,0,2016,Q3,29,Elite,Photography,5,614,522,"3,070",6846.15,1
446424,4741,40548,2016,Q3,37,Elite,Photography,2,312,265,624,11692.01,1
571064,4742,23705,2016,Q3,42,Gold,Photography,1,78,66,78,4531.37,1
368531,4743,31278,2016,Q3,41,Elite,Photography,1,173,147,173,3528.04,1
938579,4744,66156,2016,Q3,65,Silver,Photography,6,268,228,"1,608",5762.47,1
455287,4745,69678,2016,Q3,49,Elite,Photography,1,149,127,149,5021.69,1
662032,4746,36631,2016,Q3,66,Silver,Photography,1,100,85,100,2491.32,1
387646,4747,60230,2016,Q3,31,Gold,Photography,1,544,462,544,3906.67,1
291921,4748,0,2016,Q3,49,Silver,Photography,2,604,513,"1,208",14827.91,1
272042,4749,42360,2016,Q3,51,Silver,Photography,8,141,120,"1,128",5601.14,1
498080,4750,22664,2016,Q3,43,Silver,Photography,1,336,286,336,2706.61,1
276372,4751,83221,2016,Q3,28,Silver,Photography,3,620,527,"1,860",7305.94,1
105651,4752,77153,2016,Q3,64,Elite,Photography,5,609,518,"3,045",7914.82,1
708366,4753,24054,2016,Q3,43,Elite,Photography,2,562,478,"1,124",18882.64,1
812318,4754,41727,2016,Q3,40,Elite,Photography,2,598,508,"1,196",23055.57,1
747675,4755,50825,2016,Q3,29,Silver,Photography,3,271,230,813,8092.88,1
124678,4756,18375,2016,Q3,43,Elite,Photography,1,373,317,373,3954.34,1
323778,4757,75891,2016,Q3,50,Silver,Photography,2,210,179,420,7212.14,1
784032,4758,86305,2016,Q3,30,Elite,Photography,5,472,401,"2,360",4984.62,1
603353,4759,18608,2016,Q3,52,Silver,Photography,1,314,267,314,2538.63,1
674024,4760,0,2016,Q3,63,Silver,Photography,5,289,246,"1,445",6290.7,1
214732,4761,22881,2016,Q3,52,Elite,Photography,1,243,207,243,2555.85,1
839461,4762,68025,2016,Q3,45,Silver,Photography,2,568,483,"1,136",10892.91,1
198836,4763,38676,2016,Q3,64,Silver,Photography,2,368,313,736,8586.8,1
681581,4764,61546,2016,Q3,54,Silver,Photography,3,605,514,"1,815",5439.8,1
567420,4765,88440,2016,Q3,67,Silver,Photography,2,318,270,636,24980.23,1
170982,4766,14072,2016,Q3,46,Gold,Photography,2,317,269,634,24127.5,1
996377,4767,88264,2016,Q3,53,Silver,Photography,1,356,303,356,2504.91,1
505988,4768,17101,2016,Q3,58,Silver,Photography,2,419,356,838,12298.69,1
423254,4769,11885,2016,Q3,58,Elite,Photography,2,425,361,850,11315.2,1
627297,4770,46210,2016,Q3,33,Elite,Photography,1,332,282,332,2402.33,1
862159,4771,58839,2016,Q3,50,Silver,Photography,2,505,429,"1,010",7432.86,1
479278,4772,0,2016,Q3,56,Gold,Photography,8,221,188,"1,768",5008.79,1
410927,4773,26242,2016,Q3,36,Elite,Photography,1,626,532,626,2926.83,1
290534,4774,0,2016,Q3,57,Elite,Photography,1,519,441,519,2229.36,1
650377,4775,24173,2016,Q3,59,Elite,Photography,1,528,449,528,2704.54,1
182006,4776,88340,2016,Q3,54,Elite,Photography,2,115,98,230,12280.77,1
231047,4777,36088,2016,Q3,25,Elite,Photography,9,479,407,"4,311",5528.21,1
860980,4778,35434,2016,Q3,44,Silver,Photography,2,569,484,"1,138",7992.78,1
404801,4779,45310,2016,Q3,52,Elite,Photography,1,99,84,99,9090.27,1
604287,4780,57709,2016,Q3,66,Elite,Photography,1,115,98,115,5073.28,1
